Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0	0.873965	0	0.6356224	0	0.873965	0
1	80.30024	0	2.830624	0	80.30024	0
2	1.06383	0	0.8649167	0	1.06383	0
3	0.7063197	0	0.5474163	0	0.7063197	0
4	1.779026	0	1.437604	0	1.779026	0
5	224.185	0	73.09247	0	224.185	0
6	349.8785	0	237.792	0	349.8785	0
7	2.794118	0	2.456538	0	2.794118	0
8	22.35148	0	4.42732	0	22.35148	0
9	1.390922	0	1.181522	0	1.390922	0
10	1.270053	0	0.9659111	0	1.270053	0
11	4.144578	0	0.9676072	0	4.144578	0
12	165.8701	0	6.332653	0	165.8701	0
13	131.4804	0	5.107053	0	131.4804	0
14	108.8591	0	2.139641	0	108.8591	0
15	30.20865	0	1.32104	0	30.20865	0
16	221.9583	0	20.31781	0	221.9583	0
17	136.8061	0	3.135946	0	136.8061	0
18	3.068616	0	0.6691265	0	3.068616	0
19	201.5238	0	5.263873	0	201.5238	0
20	161.7143	0	7.27011	0	161.7143	0
21	89.54723	0	5.905881	0	89.54723	0
22	2.374819	0	0.6645365	0	2.374819	0
23	351.6667	0	30.02011	0	351.6667	0
24	229.8469	0	14.38601	0	229.8469	0
25	156.7066	0	10.60408	0	156.7066	0
26	123.4869	0	2.958875	0	123.4869	0
27	153.0833	0	6.989421	0	153.0833	0
28	2.334152	0	1.288388	0	2.334152	0
29	7.417911	0	2.071266	0	7.417911	0
30	0.8126604	0	0.7435454	0	0.8126604	0
31	94.83582	0	2.012803	0	94.83582	0
32	37.43722	0	2.501999	0	37.43722	0
33	1.353276	0	1.088101	0	1.353276	0
34	1.088202	0	0.9424651	0	1.088202	0
35	0.9783729	0	0.8001889	0	0.9783729	0
36	2.100811	0	0.8966018	0	2.100811	0
37	219.9256	0	9.197639	0	219.9256	0
38	134.8469	0	8.186352	0	134.8469	0
39	362.6154	0	55.029	0	362.6154	0
40	143.9709	0	13.30258	0	143.9709	0
41	0.8497317	0	0.6094526	0	0.8497317	0
42	1.210191	0	0.9148252	0	1.210191	0
43	1.655052	0	1.375839	0	1.655052	0
44	30.29428	0	1.183735	0	30.29428	0
45	116.3573	0	4.698145	0	116.3573	0
46	1.24183	0	0.9844133	0	1.24183	0
47	1.90763	0	1.604359	0	1.90763	0
48	1.567657	0	1.39371	0	1.567657	0
49	1.570248	0	1.366785	0	1.570248	0
50	102.6536	0	2.184961	0	102.6536	0
51	1.554828	0	1.042847	0	1.554828	0
52	2.214452	0	1.453788	0	2.214452	0
53	1.779026	0	0.8160374	0	1.779026	0
54	0.7655117	0	0.5618725	0	0.7655117	0
55	49.55483	0	1.522222	0	49.55483	0
56	1.730419	0	1.376851	0	1.730419	0
57	30.85185	0	4.022032	0	30.85185	0
58	0.6156837	0	0.5161632	0	0.6156837	0
59	1.399116	0	1.185135	0	1.399116	0
60	0.9634889	0	0.7522798	0	0.9634889	0
61	1.612903	0	1.321374	0	1.612903	0
62	196.5538	0	7.573975	0	196.5538	0
63	1.979167	0	1.470096	0	1.979167	0
64	1.41369	0	1.241938	0	1.41369	0
65	116.7724	0	4.387546	0	116.7724	0
66	105.7143	0	2.452546	0	105.7143	0
67	0.9916493	0	0.8249139	0	0.9916493	0
68	1.345609	0	1.084912	0	1.345609	0
69	0.8520179	0	0.6977698	0	0.8520179	0
70	100.5401	0	2.779193	0	100.5401	0
71	1.468315	0	1.090411	0	1.468315	0
72	1.37881	0	1.052637	0	1.37881	0
73	1.112412	0	0.8710815	0	1.112412	0
74	0.9958071	0	0.8256466	0	0.9958071	0
75	128.6696	0	7.946863	0	128.6696	0
76	1.646447	0	1.348071	0	1.646447	0
77	1.946721	0	1.638414	0	1.946721	0
78	66.13483	0	3.03259	0	66.13483	0
79	2.676056	0	1.777062	0	2.676056	0
80	185.6989	0	17.65146	0	185.6989	0
81	30.10457	0	2.260154	0	30.10457	0
82	11.63158	0	2.382664	0	11.63158	0
83	0.7877281	0	0.6510342	0	0.7877281	0
84	103.5152	0	12.79805	0	103.5152	0
85	1.032609	0	0.9011735	0	1.032609	0
86	73.32274	0	1.805115	0	73.32274	0
87	1.024811	0	0.6887305	0	1.024811	0
88	206.7143	0	40.30142	0	206.7143	0
89	1.823416	0	1.27578	0	1.823416	0
90	0.7229832	0	0.5706186	0	0.7229832	0
91	0.7563694	0	0.594906	0	0.7563694	0
92	334.9195	0	11.48733	0	334.9195	0
93	103.2353	0	2.607824	0	103.2353	0
94	0.9803922	0	0.6656646	0	0.9803922	0
95	267.9853	0	8.313835	0	267.9853	0
96	0.7989908	0	0.5839444	0	0.7989908	0
97	302.9256	0	32.20844	0	302.9256	0
98	1.202532	0	0.9412183	0	1.202532	0
99	2.16895	0	1.189077	0	2.16895	0
100	2.16895	0	1.189077	0	2.16895	0

